cases_lag1,rainfall_lag1,humidity_lag1,vaccination_coverage,predicted_risk,district_code,action
240.0,406.99,67.17,91.85,1,D0067,Increase Vaccination Drive
137.0,445.57,57.47,80.57,1,D0019,Increase Vaccination Drive
247.0,33.2,69.38,83.11,1,D0282,Increase Vaccination Drive
148.0,219.17,97.18,66.79,1,D0434,Increase Vaccination Drive
150.0,89.68,77.02,82.44,1,D0527,Increase Vaccination Drive
274.0,126.09,65.49,91.0,1,D0192,Increase Vaccination Drive
123.0,132.45,44.71,59.22,1,D0619,Increase Vaccination Drive
195.0,373.54,47.18,76.29,1,D0658,Increase Vaccination Drive
246.0,199.13,75.25,73.82,1,D0600,Increase Vaccination Drive
41.0,94.46,92.26,89.58,1,D0364,Increase Vaccination Drive
69.0,103.22,72.04,97.38,1,D0647,Increase Vaccination Drive
195.0,495.63,35.8,95.92,1,D0719,Increase Vaccination Drive
5.0,47.14,38.47,96.75,1,D0488,Increase Vaccination Drive
196.0,249.78,70.93,78.26,1,D0729,Increase Vaccination Drive
101.0,454.71,88.52,71.68,1,D0185,Increase Vaccination Drive
28.0,228.12,62.4,82.28,1,D0533,Increase Vaccination Drive
181.0,33.62,58.03,96.21,1,D0146,Increase Vaccination Drive
83.0,358.05,91.19,62.62,1,D0402,Increase Vaccination Drive
277.0,169.79,31.16,77.09,1,D0443,Increase Vaccination Drive
83.0,320.68,64.22,89.45,1,D0639,Increase Vaccination Drive
268.0,68.76,46.33,50.61,1,D0007,Increase Vaccination Drive
297.0,406.59,96.43,97.63,1,D0365,Increase Vaccination Drive
162.0,187.31,35.29,77.37,1,D0014,Increase Vaccination Drive
230.0,148.89,50.61,75.31,1,D0493,Increase Vaccination Drive
57.0,174.55,49.43,75.96,1,D0670,Increase Vaccination Drive
171.0,36.69,68.24,81.2,1,D0558,Increase Vaccination Drive
274.0,315.92,99.71,51.47,1,D0016,Increase Vaccination Drive
74.0,178.62,74.92,58.0,1,D0340,Increase Vaccination Drive
8.0,360.02,75.42,55.62,1,D0030,Increase Vaccination Drive
25.0,223.71,42.09,78.77,1,D0025,Increase Vaccination Drive
275.0,330.88,87.01,76.27,1,D0483,Increase Vaccination Drive
218.0,201.26,62.57,59.4,1,D0239,Increase Vaccination Drive
113.0,454.41,36.73,77.97,1,D0199,Increase Vaccination Drive
247.0,282.61,40.8,88.13,1,D0641,Increase Vaccination Drive
120.0,102.04,31.18,94.55,1,D0188,Increase Vaccination Drive
19.0,147.69,97.98,91.98,1,D0523,Increase Vaccination Drive
11.0,339.21,72.44,81.15,1,D0529,Increase Vaccination Drive
226.0,65.89,93.03,67.99,1,D0566,Increase Vaccination Drive
284.0,80.18,47.34,67.6,1,D0124,Increase Vaccination Drive
248.0,277.16,50.92,95.42,1,D0346,Increase Vaccination Drive
123.0,437.86,73.41,88.86,1,D0358,Increase Vaccination Drive
65.0,209.07,99.62,96.7,1,D0332,Increase Vaccination Drive
218.0,108.83,38.07,69.19,1,D0128,Increase Vaccination Drive
234.0,228.96,45.09,53.13,1,D0423,Increase Vaccination Drive
151.0,285.19,84.28,53.8,1,D0444,Increase Vaccination Drive
296.0,400.07,48.04,72.48,1,D0211,Increase Vaccination Drive
148.0,420.55,58.16,81.58,1,D0249,Increase Vaccination Drive
275.0,10.1,42.32,57.29,1,D0579,Increase Vaccination Drive
79.0,168.05,54.19,86.48,1,D0637,Increase Vaccination Drive
176.0,164.85,78.95,82.45,1,D0715,Increase Vaccination Drive
143.0,35.27,92.82,75.25,1,D0526,Increase Vaccination Drive
224.0,433.44,30.56,75.62,1,D0501,Increase Vaccination Drive
192.0,352.04,95.09,90.45,1,D0440,Increase Vaccination Drive
160.0,357.04,88.35,56.04,1,D0374,Increase Vaccination Drive
17.0,257.6,57.13,68.16,1,D0248,Increase Vaccination Drive
147.0,223.03,55.07,85.49,1,D0649,Increase Vaccination Drive
75.0,421.55,82.07,73.16,1,D0591,Increase Vaccination Drive
154.0,386.13,80.81,75.47,1,D0259,Increase Vaccination Drive
198.0,413.36,65.62,53.16,1,D0368,Increase Vaccination Drive
257.0,226.27,41.18,71.31,1,D0574,Increase Vaccination Drive
220.0,87.65,57.51,80.8,1,D0063,Increase Vaccination Drive
211.0,189.08,83.5,61.16,1,D0524,Increase Vaccination Drive
280.0,477.74,79.79,60.46,1,D0646,Increase Vaccination Drive
60.0,332.89,75.01,55.37,1,D0286,Increase Vaccination Drive
218.0,290.04,89.81,89.4,1,D0111,Increase Vaccination Drive
9.0,122.47,65.12,67.24,1,D0581,Increase Vaccination Drive
69.0,453.95,94.28,79.67,1,D0108,Increase Vaccination Drive
194.0,277.51,93.98,50.78,1,D0412,Increase Vaccination Drive
33.0,127.18,63.04,63.1,1,D0630,Increase Vaccination Drive
162.0,4.23,35.18,76.54,1,D0303,Increase Vaccination Drive
260.0,459.6,82.17,69.42,1,D0190,Increase Vaccination Drive
187.0,282.74,55.5,78.55,1,D0668,Increase Vaccination Drive
172.0,210.34,49.41,92.1,1,D0518,Increase Vaccination Drive
263.0,255.72,86.53,88.13,1,D0641,Increase Vaccination Drive
299.0,46.52,57.28,95.59,1,D0355,Increase Vaccination Drive
237.0,205.17,52.04,69.14,1,D0473,Increase Vaccination Drive
117.0,329.83,99.72,65.84,1,D0722,Increase Vaccination Drive
94.0,497.93,91.55,63.43,1,D0556,Increase Vaccination Drive
139.0,396.23,80.19,56.56,1,D0375,Increase Vaccination Drive
227.0,10.2,93.81,96.7,1,D0332,Increase Vaccination Drive
102.0,23.39,76.23,81.33,1,D0704,Increase Vaccination Drive
281.0,286.02,79.82,91.55,1,D0089,Increase Vaccination Drive
246.0,380.19,54.62,75.6,1,D0664,Increase Vaccination Drive
54.0,141.16,56.39,60.54,1,D0438,Increase Vaccination Drive
74.0,231.25,48.36,68.69,1,D0433,Increase Vaccination Drive
247.0,288.6,35.68,54.93,1,D0316,Increase Vaccination Drive
219.0,323.85,75.13,78.38,1,D0400,Increase Vaccination Drive
157.0,270.85,44.09,75.5,1,D0094,Increase Vaccination Drive
107.0,37.94,76.29,57.85,1,D0366,Increase Vaccination Drive
114.0,426.88,86.53,72.13,1,D0655,Increase Vaccination Drive
158.0,148.76,94.3,56.42,1,D0622,Increase Vaccination Drive
188.0,326.34,85.46,57.81,1,D0532,Increase Vaccination Drive
112.0,375.25,57.51,60.98,1,D0709,Increase Vaccination Drive
140.0,418.06,46.07,80.42,1,D0271,Increase Vaccination Drive
201.0,285.43,91.83,80.93,1,D0344,Increase Vaccination Drive
225.0,153.84,90.84,81.69,1,D0189,Increase Vaccination Drive
288.0,407.81,51.42,95.66,1,D0634,Increase Vaccination Drive
106.0,126.09,67.01,95.42,1,D0346,Increase Vaccination Drive
169.0,9.37,90.45,76.43,1,D0678,Increase Vaccination Drive
110.0,441.58,50.51,97.46,1,D0708,Increase Vaccination Drive
221.0,284.18,67.18,85.19,1,D0680,Increase Vaccination Drive
112.0,355.86,54.97,79.67,1,D0108,Increase Vaccination Drive
185.0,332.97,56.33,76.53,1,D0231,Increase Vaccination Drive
284.0,210.89,72.64,54.61,1,D0266,Increase Vaccination Drive
65.0,216.38,75.39,58.14,1,D0273,Increase Vaccination Drive
105.0,416.03,67.57,59.92,1,D0578,Increase Vaccination Drive
72.0,216.68,30.7,87.32,1,D0548,Increase Vaccination Drive
102.0,255.76,82.55,59.92,1,D0578,Increase Vaccination Drive
30.0,478.83,46.21,50.96,1,D0651,Increase Vaccination Drive
240.0,289.38,71.64,52.65,1,D0218,Increase Vaccination Drive
234.0,235.22,62.0,59.01,1,D0516,Increase Vaccination Drive
184.0,195.45,33.19,96.47,1,D0061,Increase Vaccination Drive
178.0,115.52,55.17,58.29,1,D0407,Increase Vaccination Drive
8.0,385.06,45.33,88.58,1,D0624,Increase Vaccination Drive
271.0,351.99,43.51,75.96,1,D0670,Increase Vaccination Drive
196.0,405.33,44.42,62.99,1,D0487,Increase Vaccination Drive
92.0,481.88,79.7,67.84,1,D0588,Increase Vaccination Drive
35.0,39.31,73.6,89.63,1,D0229,Increase Vaccination Drive
132.0,123.33,33.83,57.18,1,D0144,Increase Vaccination Drive
213.0,103.07,82.12,92.64,1,D0451,Increase Vaccination Drive
12.0,105.16,44.17,51.18,1,D0157,Increase Vaccination Drive
49.0,475.31,39.65,54.76,1,D0384,Increase Vaccination Drive
66.0,343.18,79.39,56.56,1,D0375,Increase Vaccination Drive
282.0,384.65,97.03,91.72,1,D0068,Increase Vaccination Drive
61.0,359.92,66.15,81.86,1,D0661,Increase Vaccination Drive
206.0,224.54,65.31,50.96,1,D0651,Increase Vaccination Drive
183.0,359.92,61.12,73.16,1,D0591,Increase Vaccination Drive
283.0,274.94,65.05,65.39,1,D0241,Increase Vaccination Drive
238.0,93.71,49.72,75.58,1,D0083,Increase Vaccination Drive
102.0,235.95,35.9,50.35,1,D0693,Increase Vaccination Drive
65.0,336.99,47.18,92.24,1,D0695,Increase Vaccination Drive
132.0,440.65,98.12,82.02,1,D0261,Increase Vaccination Drive
155.0,59.57,97.78,72.38,1,D0183,Increase Vaccination Drive
14.0,172.58,43.67,80.1,1,D0631,Increase Vaccination Drive
294.0,334.54,82.08,70.84,1,D0395,Increase Vaccination Drive
7.0,23.93,77.21,78.73,1,D0414,Increase Vaccination Drive
287.0,416.8,86.72,54.69,1,D0554,Increase Vaccination Drive
22.0,92.57,69.51,59.41,1,D0710,Increase Vaccination Drive
36.0,301.71,70.4,95.6,1,D0442,Increase Vaccination Drive
230.0,460.64,65.43,70.04,1,D0676,Increase Vaccination Drive
187.0,400.16,63.74,50.71,1,D0495,Increase Vaccination Drive
117.0,415.85,99.18,94.35,1,D0076,Increase Vaccination Drive
218.0,321.4,41.86,80.36,1,D0525,Increase Vaccination Drive
242.0,11.08,37.67,63.97,1,D0453,Increase Vaccination Drive
59.0,486.85,53.17,94.76,1,D0338,Increase Vaccination Drive
141.0,149.02,97.81,67.09,1,D0373,Increase Vaccination Drive
228.0,429.75,44.05,92.32,1,D0263,Increase Vaccination Drive
216.0,248.97,99.89,60.13,1,D0267,Increase Vaccination Drive
172.0,296.58,64.98,50.75,1,D0133,Increase Vaccination Drive
95.0,455.62,48.69,70.31,1,D0397,Increase Vaccination Drive
293.0,181.81,44.39,55.42,1,D0285,Increase Vaccination Drive
107.0,94.57,48.92,83.11,1,D0282,Increase Vaccination Drive
279.0,22.03,72.84,72.49,1,D0169,Increase Vaccination Drive
143.0,339.39,59.62,60.42,1,D0413,Increase Vaccination Drive
251.0,159.55,93.29,73.16,1,D0591,Increase Vaccination Drive
280.0,261.41,40.52,56.55,1,D0650,Increase Vaccination Drive
234.0,347.48,41.77,58.43,1,D0065,Increase Vaccination Drive
287.0,374.5,31.48,93.32,1,D0254,Increase Vaccination Drive
201.0,320.61,98.32,74.21,1,D0692,Increase Vaccination Drive
218.0,108.95,45.18,96.43,1,D0159,Increase Vaccination Drive
87.0,303.94,77.27,68.08,1,D0653,Increase Vaccination Drive
191.0,257.84,54.57,58.66,1,D0064,Increase Vaccination Drive
123.0,471.71,65.75,56.91,1,D0685,Increase Vaccination Drive
265.0,250.56,84.64,95.59,1,D0355,Increase Vaccination Drive
67.0,271.12,56.65,81.69,1,D0073,Increase Vaccination Drive
188.0,436.28,66.33,54.41,1,D0636,Increase Vaccination Drive
246.0,293.83,46.82,97.58,1,D0435,Increase Vaccination Drive
159.0,363.23,91.94,67.22,1,D0717,Increase Vaccination Drive
257.0,444.04,45.89,65.74,1,D0567,Increase Vaccination Drive
221.0,79.48,30.01,77.72,1,D0584,Increase Vaccination Drive
258.0,120.36,87.16,96.53,1,D0269,Increase Vaccination Drive
122.0,193.03,43.99,78.74,1,D0202,Increase Vaccination Drive
243.0,368.75,34.03,82.36,1,D0070,Increase Vaccination Drive
74.0,8.85,79.06,61.3,1,D0441,Increase Vaccination Drive
41.0,288.14,49.27,50.32,1,D0031,Increase Vaccination Drive
203.0,425.78,86.58,86.35,1,D0643,Increase Vaccination Drive
91.0,97.42,83.2,94.0,1,D0250,Increase Vaccination Drive
76.0,450.04,98.08,75.5,1,D0094,Increase Vaccination Drive
104.0,268.79,72.45,55.36,1,D0230,Increase Vaccination Drive
99.0,45.64,61.46,51.47,1,D0016,Increase Vaccination Drive
272.0,444.57,83.28,54.73,1,D0521,Increase Vaccination Drive
290.0,387.0,84.29,97.18,1,D0104,Increase Vaccination Drive
70.0,89.36,84.09,80.95,1,D0699,Increase Vaccination Drive
80.0,325.29,56.11,67.84,1,D0588,Increase Vaccination Drive
5.0,298.81,61.04,79.64,1,D0437,Increase Vaccination Drive
55.0,253.25,48.7,81.52,1,D0418,Increase Vaccination Drive
113.0,432.82,54.79,55.6,1,D0270,Increase Vaccination Drive
110.0,70.36,76.99,71.1,1,D0082,Increase Vaccination Drive
253.0,198.28,77.55,73.82,1,D0600,Increase Vaccination Drive
265.0,316.93,54.34,69.34,1,D0645,Increase Vaccination Drive
243.0,429.09,73.8,75.58,1,D0083,Increase Vaccination Drive
167.0,176.58,55.36,92.5,1,D0568,Increase Vaccination Drive
70.0,372.02,79.43,54.67,1,D0335,Increase Vaccination Drive
238.0,474.49,38.47,97.73,1,D0170,Increase Vaccination Drive
126.0,85.76,40.76,82.26,1,D0505,Increase Vaccination Drive
130.0,369.78,52.3,93.32,1,D0254,Increase Vaccination Drive
1.0,277.0,60.15,81.69,1,D0189,Increase Vaccination Drive
214.0,133.83,43.51,75.27,1,D0256,Increase Vaccination Drive
114.0,31.96,50.74,61.57,1,D0477,Increase Vaccination Drive
197.0,446.34,67.08,71.01,1,D0035,Increase Vaccination Drive
143.0,377.12,53.97,76.12,1,D0113,Increase Vaccination Drive
173.0,206.82,96.27,75.31,1,D0493,Increase Vaccination Drive
286.0,245.75,74.14,69.55,1,D0614,Increase Vaccination Drive
185.0,348.4,45.52,55.52,1,D0378,Increase Vaccination Drive
137.0,19.63,56.09,72.25,1,D0372,Increase Vaccination Drive
70.0,441.64,58.74,85.29,1,D0164,Increase Vaccination Drive
213.0,338.03,62.61,61.85,1,D0424,Increase Vaccination Drive
83.0,372.14,59.13,86.84,1,D0598,Increase Vaccination Drive
164.0,242.51,65.61,53.94,1,D0196,Increase Vaccination Drive
211.0,222.08,95.48,59.11,1,D0610,Increase Vaccination Drive
237.0,251.7,59.74,51.7,1,D0721,Increase Vaccination Drive
166.0,63.69,87.92,58.29,1,D0407,Increase Vaccination Drive
219.0,399.19,91.25,60.07,1,D0092,Increase Vaccination Drive
96.0,402.34,52.28,81.48,1,D0536,Increase Vaccination Drive
254.0,497.82,81.97,81.72,1,D0227,Increase Vaccination Drive
201.0,265.67,58.4,88.87,1,D0268,Increase Vaccination Drive
109.0,476.63,31.24,87.4,1,D0522,Increase Vaccination Drive
36.0,41.2,65.36,73.16,1,D0591,Increase Vaccination Drive
209.0,447.67,46.28,78.69,1,D0122,Increase Vaccination Drive
229.0,126.16,35.68,84.51,1,D0163,Increase Vaccination Drive
7.0,255.74,88.24,80.74,1,D0500,Increase Vaccination Drive
208.0,143.09,46.54,60.21,1,D0371,Increase Vaccination Drive
277.0,232.8,32.26,58.63,1,D0012,Increase Vaccination Drive
94.0,278.41,32.74,94.1,1,D0345,Increase Vaccination Drive
102.0,130.52,94.51,57.18,1,D0144,Increase Vaccination Drive
290.0,316.34,77.37,73.81,1,D0360,Increase Vaccination Drive
142.0,224.84,41.07,80.36,1,D0525,Increase Vaccination Drive
241.0,42.34,67.88,72.61,1,D0148,Increase Vaccination Drive
108.0,91.92,36.14,50.43,1,D0561,Increase Vaccination Drive
13.0,184.74,51.4,76.43,1,D0678,Increase Vaccination Drive
125.0,23.03,52.63,75.34,1,D0279,Increase Vaccination Drive
174.0,305.93,57.06,88.42,1,D0001,Increase Vaccination Drive
198.0,373.21,49.44,62.99,1,D0487,Increase Vaccination Drive
98.0,345.04,61.02,55.37,1,D0286,Increase Vaccination Drive
156.0,294.72,74.26,97.46,1,D0708,Increase Vaccination Drive
145.0,416.5,61.33,78.53,1,D0589,Increase Vaccination Drive
212.0,46.5,95.49,57.02,1,D0075,Increase Vaccination Drive
108.0,414.22,93.12,53.58,1,D0166,Increase Vaccination Drive
35.0,453.06,54.88,59.63,1,D0099,Increase Vaccination Drive
220.0,413.76,39.89,74.22,1,D0184,Increase Vaccination Drive
286.0,125.88,73.97,54.73,1,D0521,Increase Vaccination Drive
163.0,28.53,50.03,71.13,1,D0077,Increase Vaccination Drive
131.0,289.68,98.94,77.06,1,D0726,Increase Vaccination Drive
216.0,266.06,30.76,95.59,1,D0355,Increase Vaccination Drive
143.0,200.3,97.92,89.06,1,D0494,Increase Vaccination Drive
155.0,194.18,70.91,70.7,1,D0539,Increase Vaccination Drive
240.0,194.74,55.27,75.5,1,D0094,Increase Vaccination Drive
268.0,489.0,85.57,57.53,1,D0724,Increase Vaccination Drive
258.0,98.78,97.01,91.73,1,D0195,Increase Vaccination Drive
65.0,198.12,90.17,77.65,1,D0313,Increase Vaccination Drive
155.0,245.23,53.48,57.81,1,D0532,Increase Vaccination Drive
211.0,34.93,37.14,76.68,1,D0330,Increase Vaccination Drive
158.0,105.86,96.43,51.33,1,D0219,Increase Vaccination Drive
266.0,282.71,47.0,77.97,1,D0199,Increase Vaccination Drive
114.0,264.2,85.16,52.39,1,D0718,Increase Vaccination Drive
148.0,244.3,80.84,95.79,1,D0294,Increase Vaccination Drive
206.0,91.27,32.52,92.1,1,D0518,Increase Vaccination Drive
164.0,148.16,35.09,53.58,1,D0166,Increase Vaccination Drive
235.0,150.77,48.44,89.53,1,D0673,Increase Vaccination Drive
260.0,417.37,64.1,54.77,1,D0590,Increase Vaccination Drive
142.0,36.22,46.99,73.27,1,D0049,Increase Vaccination Drive
105.0,85.41,48.52,50.16,1,D0238,Increase Vaccination Drive
132.0,435.51,47.29,59.22,1,D0619,Increase Vaccination Drive
19.0,7.24,32.25,80.6,1,D0390,Increase Vaccination Drive
177.0,140.96,80.71,92.97,1,D0322,Increase Vaccination Drive
68.0,432.71,94.91,58.39,1,D0617,Increase Vaccination Drive
88.0,231.97,87.79,85.13,1,D0079,Increase Vaccination Drive
109.0,184.8,93.74,59.41,1,D0710,Increase Vaccination Drive
82.0,49.2,90.99,82.36,1,D0070,Increase Vaccination Drive
218.0,76.93,93.13,59.41,1,D0710,Increase Vaccination Drive
108.0,496.48,46.93,80.57,1,D0019,Increase Vaccination Drive
191.0,472.59,85.17,57.93,1,D0436,Increase Vaccination Drive
262.0,397.77,76.37,92.32,1,D0263,Increase Vaccination Drive
148.0,219.42,37.91,84.14,1,D0728,Increase Vaccination Drive
95.0,266.86,58.21,63.01,1,D0498,Increase Vaccination Drive
280.0,286.99,34.94,58.14,1,D0273,Increase Vaccination Drive
198.0,271.35,39.59,70.69,1,D0003,Increase Vaccination Drive
28.0,160.68,70.66,66.3,1,D0447,Increase Vaccination Drive
72.0,226.07,43.25,65.74,1,D0559,Increase Vaccination Drive
151.0,101.38,91.26,80.95,1,D0699,Increase Vaccination Drive
259.0,460.39,64.05,80.26,1,D0245,Increase Vaccination Drive
156.0,69.73,88.83,90.3,1,D0208,Increase Vaccination Drive
270.0,327.47,92.12,77.65,1,D0313,Increase Vaccination Drive
121.0,92.12,74.78,71.67,1,D0217,Increase Vaccination Drive
209.0,345.93,35.51,63.33,1,D0302,Increase Vaccination Drive
101.0,446.26,91.58,54.77,1,D0590,Increase Vaccination Drive
9.0,477.76,34.8,61.17,1,D0059,Increase Vaccination Drive
10.0,315.02,42.35,93.93,1,D0347,Increase Vaccination Drive
158.0,373.06,80.23,77.52,1,D0665,Increase Vaccination Drive
135.0,285.95,93.59,59.22,1,D0619,Increase Vaccination Drive
102.0,245.57,85.99,72.45,1,D0470,Increase Vaccination Drive
105.0,407.4,61.1,97.53,1,D0449,Increase Vaccination Drive
215.0,495.9,65.77,81.69,1,D0073,Increase Vaccination Drive
43.0,268.17,76.21,82.06,1,D0682,Increase Vaccination Drive
227.0,178.38,65.73,70.69,1,D0003,Increase Vaccination Drive
256.0,80.68,35.73,67.6,1,D0124,Increase Vaccination Drive
123.0,234.28,45.77,77.97,1,D0199,Increase Vaccination Drive
233.0,268.64,48.55,89.18,1,D0221,Increase Vaccination Drive
151.0,162.7,83.58,71.69,1,D0491,Increase Vaccination Drive
94.0,322.96,58.39,78.47,1,D0026,Increase Vaccination Drive
281.0,141.09,48.12,71.13,1,D0077,Increase Vaccination Drive
233.0,444.56,51.73,59.02,1,D0336,Increase Vaccination Drive
202.0,103.13,93.84,74.94,1,D0126,Increase Vaccination Drive
100.0,240.85,31.43,50.0,1,D0448,Increase Vaccination Drive
190.0,488.59,44.9,94.17,1,D0471,Increase Vaccination Drive
64.0,406.67,30.86,50.17,1,D0546,Increase Vaccination Drive
255.0,318.17,70.04,63.79,1,D0545,Increase Vaccination Drive
69.0,354.66,56.4,53.8,1,D0444,Increase Vaccination Drive
235.0,361.72,73.02,74.94,1,D0126,Increase Vaccination Drive
37.0,61.62,56.92,81.69,1,D0189,Increase Vaccination Drive
108.0,211.16,39.37,57.53,1,D0724,Increase Vaccination Drive
91.0,293.09,89.53,58.0,1,D0340,Increase Vaccination Drive
113.0,245.81,86.0,61.16,1,D0524,Increase Vaccination Drive
193.0,428.98,63.35,81.36,1,D0454,Increase Vaccination Drive
247.0,452.98,67.69,76.44,1,D0557,Increase Vaccination Drive
106.0,94.2,44.85,82.21,1,D0662,Increase Vaccination Drive
115.0,150.31,56.05,64.03,1,D0727,Increase Vaccination Drive
246.0,27.28,95.02,92.99,1,D0167,Increase Vaccination Drive
88.0,247.21,79.9,78.39,1,D0017,Increase Vaccination Drive
238.0,335.82,55.21,69.14,1,D0473,Increase Vaccination Drive
255.0,457.42,70.04,51.33,1,D0219,Increase Vaccination Drive
156.0,107.63,65.65,92.32,1,D0263,Increase Vaccination Drive
112.0,243.53,62.2,58.43,1,D0065,Increase Vaccination Drive
261.0,198.49,90.75,58.66,1,D0064,Increase Vaccination Drive
229.0,421.28,81.48,88.87,1,D0268,Increase Vaccination Drive
187.0,392.45,41.94,63.08,1,D0633,Increase Vaccination Drive
33.0,345.47,50.76,50.61,1,D0007,Increase Vaccination Drive
25.0,224.54,89.26,58.79,1,D0197,Increase Vaccination Drive
180.0,154.89,47.23,62.09,1,D0116,Increase Vaccination Drive
235.0,97.49,65.98,96.67,1,D0129,Increase Vaccination Drive
47.0,265.57,47.92,82.28,1,D0533,Increase Vaccination Drive
244.0,300.77,72.06,52.13,1,D0399,Increase Vaccination Drive
33.0,75.17,91.36,81.02,1,D0552,Increase Vaccination Drive
189.0,86.41,66.9,76.68,1,D0330,Increase Vaccination Drive
224.0,330.6,32.81,60.46,1,D0654,Increase Vaccination Drive
141.0,40.54,89.88,85.19,1,D0680,Increase Vaccination Drive
49.0,84.01,98.72,95.87,1,D0201,Increase Vaccination Drive
203.0,212.34,78.83,61.16,1,D0524,Increase Vaccination Drive
149.0,484.96,58.42,57.65,1,D0056,Increase Vaccination Drive
139.0,465.22,79.11,51.22,1,D0289,Increase Vaccination Drive
102.0,380.11,34.46,78.42,1,D0028,Increase Vaccination Drive
139.0,112.45,47.08,89.11,1,D0387,Increase Vaccination Drive
170.0,120.77,43.86,57.81,1,D0532,Increase Vaccination Drive
158.0,65.89,45.4,54.36,1,D0608,Increase Vaccination Drive
115.0,187.82,82.42,77.09,1,D0443,Increase Vaccination Drive
95.0,340.02,67.64,62.82,1,D0329,Increase Vaccination Drive
183.0,327.62,60.48,63.43,1,D0556,Increase Vaccination Drive
260.0,289.77,87.02,93.93,1,D0347,Increase Vaccination Drive
140.0,336.13,92.02,53.01,1,D0648,Increase Vaccination Drive
86.0,70.43,92.8,81.99,1,D0033,Increase Vaccination Drive
19.0,114.63,44.84,55.62,1,D0030,Increase Vaccination Drive
164.0,376.74,84.06,63.81,1,D0162,Increase Vaccination Drive
124.0,240.27,46.66,84.14,1,D0728,Increase Vaccination Drive
209.0,235.97,60.12,80.46,1,D0620,Increase Vaccination Drive
181.0,2.75,75.64,91.55,1,D0089,Increase Vaccination Drive
121.0,407.06,64.07,77.4,1,D0123,Increase Vaccination Drive
178.0,110.05,63.66,60.54,1,D0349,Increase Vaccination Drive
175.0,40.88,34.96,65.12,1,D0024,Increase Vaccination Drive
255.0,93.4,63.88,68.31,1,D0592,Increase Vaccination Drive
95.0,358.32,87.93,90.97,1,D0339,Increase Vaccination Drive
121.0,466.28,62.97,72.61,1,D0148,Increase Vaccination Drive
62.0,475.7,47.23,97.37,1,D0060,Increase Vaccination Drive
39.0,296.75,58.99,50.16,1,D0238,Increase Vaccination Drive
109.0,475.3,72.97,52.53,1,D0312,Increase Vaccination Drive
193.0,277.23,39.87,54.41,1,D0636,Increase Vaccination Drive
193.0,325.62,48.74,70.66,1,D0057,Increase Vaccination Drive
124.0,92.57,92.3,74.56,1,D0039,Increase Vaccination Drive
97.0,224.46,55.69,63.7,1,D0694,Increase Vaccination Drive
226.0,340.89,64.23,97.38,1,D0647,Increase Vaccination Drive
133.0,251.95,45.18,77.08,1,D0707,Increase Vaccination Drive
291.0,383.38,97.48,55.6,1,D0270,Increase Vaccination Drive
95.0,422.61,38.7,59.02,1,D0336,Increase Vaccination Drive
250.0,218.22,79.28,82.26,1,D0505,Increase Vaccination Drive
242.0,428.35,44.05,81.33,1,D0704,Increase Vaccination Drive
199.0,204.24,53.16,73.74,1,D0416,Increase Vaccination Drive
294.0,327.17,30.65,76.18,1,D0132,Increase Vaccination Drive
252.0,74.39,91.36,94.19,1,D0381,Increase Vaccination Drive
290.0,157.47,47.48,92.77,1,D0307,Increase Vaccination Drive
273.0,17.37,42.77,57.81,1,D0532,Increase Vaccination Drive
176.0,36.34,88.24,58.49,1,D0469,Increase Vaccination Drive
235.0,246.52,72.49,80.6,1,D0390,Increase Vaccination Drive
165.0,325.83,88.32,77.57,1,D0048,Increase Vaccination Drive
147.0,285.68,66.98,97.45,1,D0576,Increase Vaccination Drive
225.0,104.16,74.94,63.33,1,D0409,Increase Vaccination Drive
218.0,306.55,50.87,60.46,1,D0646,Increase Vaccination Drive
16.0,376.47,80.49,64.63,1,D0593,Increase Vaccination Drive
231.0,250.37,87.04,62.62,1,D0402,Increase Vaccination Drive
267.0,491.47,85.89,85.57,1,D0388,Increase Vaccination Drive
117.0,432.18,77.89,78.74,1,D0202,Increase Vaccination Drive
7.0,407.19,53.08,94.55,1,D0188,Increase Vaccination Drive
264.0,340.13,33.99,88.11,1,D0612,Increase Vaccination Drive
44.0,299.1,37.38,65.16,1,D0560,Increase Vaccination Drive
237.0,120.12,56.61,80.26,1,D0245,Increase Vaccination Drive
289.0,179.99,43.64,73.31,1,D0629,Increase Vaccination Drive
242.0,225.18,32.75,76.08,1,D0191,Increase Vaccination Drive
48.0,13.74,96.23,56.8,1,D0583,Increase Vaccination Drive
100.0,348.57,51.15,78.94,1,D0134,Increase Vaccination Drive
122.0,29.76,91.39,73.19,1,D0484,Increase Vaccination Drive
205.0,157.64,38.26,55.51,1,D0544,Increase Vaccination Drive
118.0,51.79,49.2,62.62,1,D0402,Increase Vaccination Drive
118.0,404.46,75.18,71.31,1,D0574,Increase Vaccination Drive
168.0,285.87,68.5,55.93,1,D0723,Increase Vaccination Drive
143.0,482.07,80.77,91.12,1,D0542,Increase Vaccination Drive
133.0,471.07,39.97,78.26,1,D0729,Increase Vaccination Drive
175.0,375.58,53.63,75.6,1,D0664,Increase Vaccination Drive
57.0,40.46,39.7,58.43,1,D0065,Increase Vaccination Drive
81.0,380.2,81.27,77.97,1,D0199,Increase Vaccination Drive
24.0,329.85,92.53,66.26,1,D0702,Increase Vaccination Drive
71.0,103.54,77.24,74.62,1,D0481,Increase Vaccination Drive
175.0,113.6,33.97,75.98,1,D0504,Increase Vaccination Drive
